ID,VULN_ID,VULN_TYPE,AFFECTED_PRODUCT,KB_ID,VULN_DETAILS,KB_DETAILS
927,CVE-2017-0213,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB4018556,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4018556
928,CVE-2017-0213,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB4018556,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4018556
929,CVE-2017-0213,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2 Server Core,KB4018556,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4018556
930,CVE-2017-0213,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB4018556,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4018556
931,CVE-2017-0213,Privilege Escalation,Windows RT 8.1,KB4019215,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019215
932,CVE-2017-0213,Privilege Escalation,Windows 8.1 x64-based,KB4019215,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019215
933,CVE-2017-0213,Privilege Escalation,Windows 8.1 x64-based,KB4019213,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019213
934,CVE-2017-0213,Privilege Escalation,Windows 8.1 32-bit,KB4019215,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019215
935,CVE-2017-0213,Privilege Escalation,Windows 8.1 32-bit,KB4019213,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019213
936,CVE-2017-0213,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4019264,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019264
937,CVE-2017-0213,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4019263,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019263
938,CVE-2017-0213,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4019264,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019264
939,CVE-2017-0213,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4019263,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019263
940,CVE-2017-0213,Privilege Escalation,Windows 10 Version 1607 x64-based,KB4019472,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019472
941,CVE-2017-0213,Privilege Escalation,Windows 10 Version 1607 32-bit,KB4019472,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019472
942,CVE-2017-0213,Privilege Escalation,Windows 10 Version 1511 x64-based,KB4019473,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019473
943,CVE-2017-0213,Privilege Escalation,Windows 10 Version 1511 32-bit,KB4019473,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019473
944,CVE-2017-0213,Privilege Escalation,Windows 10 x64-based,KB4019474,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019474
945,CVE-2017-0213,Privilege Escalation,Windows 10 32-bit,KB4019474,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-0213,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4019474
946,CVE 2017 8464,Remote Code Execution,Windows 10 32-bit,KB4022727,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022727
947,CVE 2017 8464,Remote Code Execution,Windows Server 2016 Server Core,KB4022715,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022715
948,CVE 2017 8464,Remote Code Execution,Windows Server 2016,KB4022715,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022715
949,CVE 2017 8464,Remote Code Execution,Windows Server 2012 R2 Server Core,KB4022726,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022726
950,CVE 2017 8464,Remote Code Execution,Windows Server 2012 R2 Server Core,KB4022717,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022717
951,CVE 2017 8464,Remote Code Execution,Windows Server 2012 R2,KB4022726,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022726
952,CVE 2017 8464,Remote Code Execution,Windows Server 2012 R2,KB4022717,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022717
953,CVE 2017 8464,Remote Code Execution,Windows Server 2012 Server Core,KB4022724,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022724
954,CVE 2017 8464,Remote Code Execution,Windows Server 2012 Server Core,KB4022718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022718
955,CVE 2017 8464,Remote Code Execution,Windows Server 2012,KB4022724,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022724
956,CVE 2017 8464,Remote Code Execution,Windows Server 2012,KB4022718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022718
957,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4022719,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022719
958,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4022722,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022722
959,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1,KB4022719,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022719
960,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1,KB4022722,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022722
961,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4022719,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022719
962,CVE 2017 8464,Remote Code Execution,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4022722,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022722
963,CVE 2017 8464,Remote Code Execution,Windows Server 2008 x64-based Service Pack 2,KB4021903,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4021903
964,CVE 2017 8464,Remote Code Execution,Windows Server 2008 Itanium-Based Service Pack 2,KB4021903,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4021903
965,CVE 2017 8464,Remote Code Execution,Windows Server 2008 32-bit Service Pack 2,KB4021903,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4021903
966,CVE 2017 8464,Remote Code Execution,Windows RT 8.1,KB4022726,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022726
967,CVE 2017 8464,Remote Code Execution,Windows 8.1 x64-based,KB4022726,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022726
968,CVE 2017 8464,Remote Code Execution,Windows 8.1 x64-based,KB4022717,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022717
969,CVE 2017 8464,Remote Code Execution,Windows 8.1 32-bit,KB4022726,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022726
970,CVE 2017 8464,Remote Code Execution,Windows 8.1 32-bit,KB4022717,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022717
971,CVE 2017 8464,Remote Code Execution,Windows 7 x64-based Service Pack 1,KB4022719,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022719
972,CVE 2017 8464,Remote Code Execution,Windows 7 x64-based Service Pack 1,KB4022722,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022722
973,CVE 2017 8464,Remote Code Execution,Windows 7 32-bit Service Pack 1,KB4022719,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022719
974,CVE 2017 8464,Remote Code Execution,Windows 7 32-bit Service Pack 1,KB4022722,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022722
975,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1703 x64-based,KB4022725,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022725
976,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1703 32-bit,KB4022725,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022725
977,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1607 x64-based,KB4022715,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022715
978,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1607 32-bit,KB4022715,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022715
979,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1511 x64-based,KB4022714,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022714
980,CVE 2017 8464,Remote Code Execution,Windows 10 Version 1511 32-bit,KB4022714,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022714
981,CVE 2017 8464,Remote Code Execution,Windows 10 x64-based,KB4022727,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2017-8464,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4022727
982,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4103718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103718
983,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4103712,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103712
984,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB4103718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103718
985,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB4103712,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103712
986,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4103718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103718
987,CVE-2018-8120,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4103712,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103712
988,CVE-2018-8120,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2 Server Core,KB4131188,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4131188
989,CVE-2018-8120,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB4131188,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4131188
990,CVE-2018-8120,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB4131188,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4131188
991,CVE-2018-8120,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2 Server Core,KB4131188,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4131188
992,CVE-2018-8120,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB4131188,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4131188
993,CVE-2018-8120,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4103718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103718
994,CVE-2018-8120,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4103712,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103712
995,CVE-2018-8120,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4103718,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103718
996,CVE-2018-8120,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4103712,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8120,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4103712
997,CVE-2018-8440,Privilege Escalation,Windows Server 2012 R2 Server Core,KB4457129,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457129
998,CVE-2018-8440,Privilege Escalation,Windows Server 2012 R2 Server Core,KB4457143,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457143
999,CVE-2018-8440,Privilege Escalation,Windows Server 2012 R2,KB4457129,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457129
1000,CVE-2018-8440,Privilege Escalation,Windows Server 2012 R2,KB4457143,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457143
1001,CVE-2018-8440,Privilege Escalation,Windows Server 2012 Server Core,KB4457135,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457135
1002,CVE-2018-8440,Privilege Escalation,Windows Server 2012 Server Core,KB4457140,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457140
1003,CVE-2018-8440,Privilege Escalation,Windows Server 2012,KB4457135,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457135
1004,CVE-2018-8440,Privilege Escalation,Windows Server 2012,KB4457140,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457140
1005,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4457144,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457144
1006,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1 Server Core,KB4457145,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457145
1007,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB4457144,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457144
1008,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB4457145,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457145
1009,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4457144,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457144
1010,CVE-2018-8440,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB4457145,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457145
1011,CVE-2018-8440,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2 Server Core,KB4458010,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4458010
1012,CVE-2018-8440,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2 Server Core,KB4457984,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457984
1013,CVE-2018-8440,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB4458010,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4458010
1014,CVE-2018-8440,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB4457984,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457984
1015,CVE-2018-8440,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB4458010,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4458010
1016,CVE-2018-8440,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB4457984,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457984
1017,CVE-2018-8440,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2 Server Core,KB4458010,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4458010
1018,CVE-2018-8440,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2 Server Core,KB4457984,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457984
1019,CVE-2018-8440,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB4458010,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4458010
1020,CVE-2018-8440,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB4457984,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457984
1021,CVE-2018-8440,Privilege Escalation,Windows RT 8.1,KB4457129,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457129
1022,CVE-2018-8440,Privilege Escalation,Windows 8.1 x64-based,KB4457129,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457129
1023,CVE-2018-8440,Privilege Escalation,Windows 8.1 x64-based,KB4457143,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457143
1024,CVE-2018-8440,Privilege Escalation,Windows 8.1 32-bit,KB4457129,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457129
1025,CVE-2018-8440,Privilege Escalation,Windows 8.1 32-bit,KB4457143,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457143
1026,CVE-2018-8440,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4457144,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457144
1027,CVE-2018-8440,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB4457145,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457145
1028,CVE-2018-8440,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4457144,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457144
1029,CVE-2018-8440,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB4457145,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457145
1030,CVE-2018-8440,Privilege Escalation,Windows Server 2016 Server Core,KB4457131,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457131
1031,CVE-2018-8440,Privilege Escalation,Windows Server 2016,KB4457131,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457131
1032,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1607 x64-based,KB4457131,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457131
1033,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1607 32-bit,KB4457131,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457131
1034,CVE-2018-8440,Privilege Escalation,Windows 10 x64-based,KB4457132,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457132
1035,CVE-2018-8440,Privilege Escalation,Windows 10 32-bit,KB4457132,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457132
1036,CVE-2018-8440,Privilege Escalation,Windows Server version 1709 Server Core,KB4457142,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457142
1037,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1709 x64-based,KB4457142,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457142
1038,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1709 32-bit,KB4457142,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457142
1039,CVE-2018-8440,Privilege Escalation,Windows Server version 1803 Server Core,KB4457128,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457128
1040,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1803 x64-based,KB4457128,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457128
1041,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1803 32-bit,KB4457128,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457128
1042,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1703 x64-based,KB4457138,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457138
1043,CVE-2018-8440,Privilege Escalation,Windows 10 Version 1703 32-bit,KB4457138,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8440,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4457138
1044,CVE-2018-8453,Privilege Escalation,Windows 10 Version 1809 32-bit,KB4464330,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8453,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4464330
1045,CVE-2018-8453,Privilege Escalation,Windows 10 Version 1809 x64-based,KB4464330,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8453,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4464330
1046,CVE-2018-8453,Privilege Escalation,Windows Server 2019 Server Core,KB4464330,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2018-8453,https://www.catalog.update.microsoft.com/Search.aspx?q=KB4464330
